	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50
Cell_851	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	1	0	0	0	0	0
Cell_852	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	-1	0	0	1	1	0	1	1	0	0	0	0	0
Cell_853	0	-1	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0	1	1	0	0	1	0	-1	0	0	0
Cell_854	0	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_855	0	0	0	0	-1	-1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1
Cell_856	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	1	0	0	0	1	0	-1	0	0	0	1	0	0	1	0	0	0	0	0
Cell_857	0	0	0	0	0	-1	0	1	0	0	0	0	0	1	0	1	0	0	0	-1	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	-1	1
Cell_858	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	-1	-1	0	0	1	1	0	0	1	0	-1
Cell_859	0	0	1	0	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	1	0	1	0	0	0	0
Cell_860	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	1	1	0	0	1	0	-1	0	0	0
Cell_861	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	1	-1	0	0	1	0	0	0	0	-1	0	0	1	1	0	0	1	1	0	0	0	0
Cell_862	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	1	-1	1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_863	0	0	0	0	0	1	1	0	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0	0	1	0	0	0	0	0	-1
Cell_864	0	0	1	0	0	-1	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	0	-1	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	1	0	0	1	1	-1	0	0
Cell_865	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	1	1	0	0	1	0	0	1	0	0
Cell_866	0	0	1	0	0	0	0	1	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	1	0	-1	1	0	-1	0	0
Cell_867	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	-1	1	1	-1	-1	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	1	1	0	0	1	1	0	0	0	0
Cell_868	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	1	1	-1	1	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1	1	1	0	1	1	0	0	0	1	0
Cell_869	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0
Cell_870	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	0	-1	0	0	0	-1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	1	0	0	-1
Cell_871	1	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	1	0	-1	-1	0	0	0	1	0	1	0	0	-1	-1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0
Cell_872	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1
Cell_873	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	1	-1	0	1	0	-1	0	0	1	0	0	1	0	-1	0	0	1	1	0	1	0	0	0	-1
Cell_874	0	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	-1
Cell_875	0	0	1	-1	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	1	-1	0	1	1	0	0	0
Cell_876	0	0	1	0	0	0	0	0	1	0	-1	0	0	-1	1	0	0	1	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_877	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	-1	-1	0	0
Cell_878	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	-1	1	1	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Cell_879	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_880	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	1	0	0	0	0	-1	0	0
Cell_881	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_882	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	-1	-1	0	0	-1	1	-1	-1	0	-1	0	0	0	0	0	0	0	-1	-1	-1	1	1	1	0	1	0	0	0	0	0
Cell_883	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	-1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0
Cell_884	0	0	0	-1	-1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_885	0	0	0	-1	0	0	0	0	0	0	-1	0	0	1	0	1	1	-1	-1	-1	1	-1	-1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	0	0	1	0	0	0	0	0
Cell_886	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	1	0
Cell_887	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	0	1	1	0	0	0	-1	0	0	1	0	-1	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_888	0	0	0	0	1	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	-1	0	1	0	1	0	0	0	0	0	-1
Cell_889	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_890	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	-1	0	1
Cell_891	0	0	-1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	-1	-1	0	0	1	0	0	0	0	0	-1
Cell_892	-1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	1	-1	-1	1	0	-1	0	0
Cell_893	0	0	0	0	0	-1	-1	0	1	0	-1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	-1	0	-1	-1	0	0
Cell_894	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0
Cell_895	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	1	1	1	-1	0	0
Cell_896	0	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	-1	1	0	0	1	-1	0	0	-1	0	0	0	0	0	-1	1	0	0	1	0	-1	1	0
Cell_897	0	0	0	0	0	0	0	0	1	0	-1	0	1	1	0	0	0	0	0	0	0	-1	1	0	1	0	0	-1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	-1	0	1	0
Cell_898	0	0	0	0	0	-1	1	-1	0	0	0	-1	-1	0	0	1	0	1	-1	0	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	-1	0	0	0	-1
Cell_899	1	1	0	0	0	0	1	0	0	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0	0	1	0	0	0	0	0	-1
Cell_900	0	-1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	1	-1	0	0	-1	0	0	0	1	0	0	1	0	0	1	-1	-1	0	0
Cell_901	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	1	0	-1	0	0	0	1	-1	-1	1	0	0	-1
Cell_902	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	-1	0	-1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	-1	0	0	1	1	0	-1	1	0	0	-1
Cell_903	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_904	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	1	1	-1	0	0	-1	-1	0	-1	-1	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	1	1	0	0	1	1	0	0	0	0
Cell_905	0	0	0	0	0	0	0	0	1	-1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	-1	0	0	-1	-1	-1	0	0
Cell_906	0	-1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	1	0	0	0	0	0	-1	1	0	-1	0	0
Cell_907	0	0	0	-1	0	0	0	0	1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	-1	-1	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_908	1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	0	1	-1	-1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_909	0	0	-1	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	1	0	0	-1	0	0	-1	0	-1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	-1	-1	0	0	0	1
Cell_910	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	0	0	1	0	0	0	0	-1	0	-1	0	1	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_911	0	0	1	0	0	0	0	0	0	0	0	1	-1	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	1	0	1	1	0	0	-1	0	0	0	-1	0	-1	1	0	0	1	0	-1	0	0
Cell_912	0	0	0	1	0	1	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	1	0	0	1	0	0	1	0	0	-1
Cell_913	0	0	0	0	0	0	0	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	-1	1	0	-1	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	1	0	0	0	0	1
Cell_914	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	1	0	1	1	0	0	1	0	0	0	0	0
Cell_915	0	0	0	0	0	0	0	0	1	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	-1	1	0	0	-1	0	-1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	-1	-1	0	0
Cell_916	0	0	0	0	1	0	0	0	1	0	-1	0	-1	0	1	0	0	0	0	0	0	0	1	0	1	-1	0	-1	0	0	0	0	-1	0	1	1	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	0
Cell_917	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	-1	-1	0	-1
Cell_918	-1	1	1	0	0	0	0	0	0	0	0	1	0	0	-1	1	0	0	0	0	0	0	-1	-1	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_919	0	0	0	0	0	-1	0	1	0	1	0	0	0	0	0	0	0	0	-1	0	1	0	0	-1	0	-1	0	0	-1	-1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	-1	0	1
Cell_920	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	0	1	0	0	-1	0	0	-1	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	-1	0	1	1	0	0	1	0
Cell_922	0	0	0	0	0	1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	-1	-1	-1	0
Cell_923	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	-1	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_924	0	0	1	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	1	0	1	0	1	0	0	0	-1
Cell_925	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	1
Cell_926	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	1	0	0	0	0	-1	1	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	-1	1	0	1	1	1	0	1	1	0	0	0	0
Cell_927	0	1	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	-1	-1	-1	0	0
Cell_928	0	0	0	1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	1	0	-1	0	0	-1	0	-1	-1	0	0	0	1	0	-1	0	0	1	0	0	1	0	0	-1	0	0	0	0	1
Cell_929	0	1	0	0	0	0	0	0	1	0	-1	-1	0	1	-1	0	0	0	0	0	0	1	1	0	1	0	0	-1	0	0	-1	0	0	-1	1	1	0	0	0	0	0	0	0	1	0	0	-1	-1	1	0
Cell_930	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	-1	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	-1	-1	1	0
Cell_931	0	0	0	0	0	-1	0	0	1	0	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	-1	0	0	0	-1	0	0	1	1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0
Cell_932	0	0	1	-1	0	0	0	1	-1	0	0	1	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	1	-1	0	0	0	0	0	0	0	0	0	1	0	-1	0	0
Cell_933	0	0	0	0	0	-1	0	1	-1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	-1	0	1	-1	0	0	1	1	-1	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	1
Cell_934	0	-1	1	0	0	0	0	-1	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	-1	1	0	0	0	-1	0	-1	0	1	0	0	0	-1	1	0	0	0	0	0	1	0	0	1	1	-1	0	1
Cell_935	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	1	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	-1	-1	-1	-1	0
Cell_936	0	0	0	1	0	-1	1	0	1	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	-1	0	1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	0	1
Cell_937	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	1	0	0	-1
Cell_938	0	0	0	1	0	0	1	0	0	0	0	1	-1	0	-1	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	-1	0	1	0	-1	0	1	0	1	0	0	0	0	0	-1
Cell_939	-1	0	0	0	0	0	-1	-1	1	0	-1	0	-1	0	0	0	0	-1	0	0	-1	0	1	0	1	0	1	-1	0	0	0	0	0	-1	1	1	1	0	-1	0	0	0	0	0	0	1	-1	-1	0	0
Cell_940	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	-1	-1	0	0
Cell_941	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	1	0	1	1	0	-1	0	0
Cell_942	1	-1	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	-1	0	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	-1	-1	0	0
Cell_943	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	1	0	1	0	0	0	-1	0	0	0	0	-1	1	0	0	1	0	0	1	0	0	0	-1	0
Cell_944	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0
Cell_945	0	-1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	-1	0	0	0	1	0	-1	0	0	0	-1
Cell_946	-1	0	0	-1	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	1	1	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_947	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	-1	0	1	1	1	0	0	1	0	0	0	0	0
Cell_948	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	-1
Cell_949	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	1	0	0	0	1	0
Cell_950	-1	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	1	1	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	1	0	0	1	0	0	1	-1	0	0	0	0	0	0	1
Cell_951	0	0	0	0	0	0	1	0	0	0	1	0	-1	0	0	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	-1	-1	0	0	1	0	0	0	0	0	-1
Cell_952	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	1	0	0	-1	0	0	-1	0	0	0	0	0	-1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_953	1	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	-1	0	1	0	0	0	-1	0	0	0	0	0	1	1	0	0	1	-1	-1	0	0
Cell_954	0	0	0	0	0	0	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	1	0	0	0	0	0	1	1	-1	-1	1	0	0	0	-1	0	1	0	0	-1	0	0
Cell_955	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	-1	0	0
Cell_956	0	0	1	0	0	0	0	-1	0	0	0	1	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_957	0	0	0	0	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	1	0	1	0	0	0	0	0	0	-1	0	0	1	1	0	0	-1	0	0	0	0	0	1	0	-1	-1	0	0
Cell_958	0	0	1	-1	0	1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	-1	0	0	0	1	0	0	0	-1	1	0	0	1	-1	0	1	0	0	1	0	-1	0	0
Cell_959	0	0	0	1	0	-1	0	0	0	0	0	1	0	1	-1	1	1	-1	0	0	0	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	-1	0
Cell_960	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	1	0	1	1	0	-1	-1	0	0	-1	0	-1	1	1	0	0	0	0	0	0	0	0	1	0	-1	-1	1	0
Cell_961	0	0	0	0	0	1	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	1	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_962	0	0	0	-1	-1	-1	0	0	1	0	-1	0	-1	0	0	0	-1	0	0	0	1	0	1	0	1	0	0	-1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0
Cell_963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	1	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	1	1	1	0	1	0	0	0	0	0
Cell_964	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	-1	-1	0	0	-1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Cell_965	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	-1	0	0
Cell_966	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	-1	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_967	0	0	1	-1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	1	0	1	0	0	0	-1	0	0	0	-1	0	0	1	0	0	1	0	-1	-1	0
Cell_968	0	0	1	-1	0	-1	0	-1	0	0	0	0	0	-1	0	1	0	0	0	0	1	1	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1
Cell_969	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	1	-1	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	-1
Cell_970	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	0	0	1	-1	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_971	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	-1	-1	0	-1	0	0	1
Cell_972	0	0	0	1	0	0	0	0	1	0	-1	0	0	0	0	0	0	-1	0	0	0	1	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	-1	-1	0	0
